Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Sustainable intensification of food production systems in Malawi,"","Abstract: Smallholder farmers in southeastern Africa are constrained by poor rainwater-use efficiency, soil degradation, and limited financial resources. Conservation agriculture (CA), based on the principles of minimal soil disturbance, year-round ground cover, and diverse crop rotations, is being promoted to sustainably improve crop production, food security, and smallholder farm income. Adoption of CA principles in the region has predominately been limited to eliminating tillage and retaining residues, with little adoption of crop rotations. In this study, three cropping systems—continuous no-till maize, CA rotation, and conventional tillage rotation—were established on smallholder farms in the Nkhotakota and Dowa districts, two distinct agro-ecological zones in Malawi. Three-year crop rotations of cassava, cowpea, and maize and cassava, soybean, maize were implemented in CA and conventional tillage, respectively, in Nkhotakota. In Dowa, a 3-year rotation of sweet potato, bean, and maize was implemented in both CA and conventional tillage. Cropping systems were analyzed for their impacts on crop production, soil-water relations, soil quality, and financial returns from 2011 to 2014. No-till maize and CA improved infiltration and the soil water balance compared to conventional tillage in Nkhotakota but did not affect soil-water relations in Dowa. No-till maize and CA increased exchangeable K, Ca, and Mg and reduced soil erosion compared to conventional tillage. In no-till maize, retention of low quality residue resulted in N immobilization. Conservation agriculture improved plant available N and nutrient cycling compared to no-till maize, but less residue cover increased bulk density compared to no-till maize and conventional tillage. Soils in conventional tillage had the most plant available N, which could lead to N leaching and reduced fertilizer-use efficiency. Tillage and residue management did not affect yields of cassava, sweet potato, cowpea, soybean, or bean. Crop rotation, regardless of tillage practice, increased maize yields compared to no-till maize. Net revenue was highest in no-till maize and labor productivity and gross margins were higher in no-till and conventional tillage than in CA rotation. Before widespread adoption of CA can occur, further research is needed to improve alternative crop production under CA management and identify the most appropriate agroecological zones for successful CA. ### Countries mentioned: Malawi ### Plant products search: soybeans;maize;cassava;cowpeas;sweet potatoes;potatoes;grain legumes ### Topics keywords: soil erosion;cropping system;CA;use efficiency;sweet potato;gross margin;tillage practice;bulk density;conventional tillage;adoption CA;taking account;NH4;NO3;farming system;beef cattle;GM;NT;small scale;crop rotation;NP;cluster analysis;non GM;farm size;family farming;food security;genetic diversity;sustainable intensification;spatial distribution;trace element;smallholder farmer;CT;SP ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2015,,,,,,,http://proxy.lib.ohio-state.edu/login?url=https://search.proquest.com/docview/1711732300?accountid=9783,,#36652,,"",Observational
Sustainable use of poor quality water with proper scheduling of irrigation and nitrogen levels for a rice crop,"","Abstract: Over-exploitation of groundwaters to meet the water requirements for rice-wheat systems is causing both a fall in groundwater levels and their quality deterioration in semi-arid parts of India. Adoption of rice-wheat cropping systems by the farmers using poor quality (sodic) waters for irrigation may adversely affect soil health and thereby reduce crop yield. Adoption of an irrigation schedule coupled with optimum nitrogen doses can be advantageous for sustaining yields of rice in these areas. Strategies for optimum use of these inputs has to be based on the knowledge of soil-water-nutrient-plant interactions evolved through field studies. In order to develop such relations, studies involving several combinations of irrigation levels and nitrogen doses were conducted on rice crops at Kaithal (India), and their effect on biomass, yield, water and nitrogen use efficiency (NUE) were studied during 1993 and 1994. Irrigation schedules were based on the period of submergence ranging from 0 to 6 days. The nitrogen doses varied from 0 to 180 kg ha-1. Both irrigation and nitrogen had a positive effect on yield, which increased from 1729 kg ha-1 (continuous submergence without fertilizer) to 4522 kg ha-1 (irrigation at 3 days disappearance of water with 180 kg N ha-1. At 60 kg N ha-1, NUE varied from 35.4 to 40.9 kg ha-1 grain per kg of N. Further increase in the dose of N upto 180 kg ha-1 however resulted in a decline in NUE. Nitrogen and irrigation had a positive influence on applied water efficiency (AWE). Under continuous submerged conditions, the beneficial effect of N on AWE was observed only up to 120 kg ha-1. But at lower levels of irrigation (3 and 6 days disappearance of water), these effects continued even up to 180 kg ha-1. The results of this study indicated that there is a possibility of using the sodic water (up to residual sodium carbonate [RSC] of 8 meq/l) for growing rice provided the crop is irrigated with an appropriate irrigation scheduling with the higher dose of N under conditions of &gt;50 cm monsoon rainfall.Over-exploitation of groundwaters to meet the water requirements for rice-wheat systems is causing both a fall in groundwater levels and their quality deterioration in semi-arid parts of India. Adoption of rice-wheat cropping systems by the farmers using poor quality (sodic) waters for irrigation may adversely affect soil health and thereby reduce crop yield. Adoption of an irrigation schedule coupled with optimum nitrogen doses can be advantageous for sustaining yields of rice in these areas. Strategies for optimum use of these inputs has to be based on the knowledge of soil-water-nutrient-plant interactions evolved through field studies. In order to develop such relations, studies involving several combinations of irrigation levels and nitrogen doses were conducted on rice crops at Kaithal (India), and their effect on biomass, yield, water and nitrogen use efficiency (NUE) were studied during 1993 and 1994. Irrigation schedules were based on the period of submergence ranging from 0 to 6 days. The nitrogen doses varied from 0 to 180 kg ha-1. Both irrigation and nitrogen had a positive effect on yield, which increased from 1729 kg ha-1 (continuous submergence without fertilizer) to 4522 kg ha-1 (irrigation at 3 days disappearance of water with 180 kg N ha-1. At 60 kg N ha-1, NUE varied from 35.4 to 40.9 kg ha-1 grain per kg of N. Further increase in the dose of N up to 180 h-g ha-1 however resulted in a decline in NUE. Nitrogen and irrigation had a positive influence on applied water efficiency (AWE). Under continuous submerged conditions, the beneficial effect of N on AWE was observed only up to 120 kg ha-1. But at lower levels of irrigation (3 and 6 days disappearance of water), these effects continued even up to 180 kg ha-1. The results of this study indicated that there is a possibility of using the sodic water (up to residual sodium carbonate [RSC] of 8 meq/l) for growing rice provided the crop is irrigated with an appropriate irrigation scheduling with the higher dose of N under conditions of &gt; 50 cm monsoon rainfall. ### Countries mentioned: India ### Plant products search: grain;rice;wheat ### Measurements for crops: grain ### Measurements for interventions: nitrogen ### Topics keywords: nitrogen fertilizer;paddy field;NUE;cropping system;wheat cropping system;NH4;use efficiency;TP;NO3;NH4 N ### Geo regions: South Asia ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",1999,,Water Science and Technology,,,,,https://doi.org/10.1016/S0273-1223(99)00472-2,,#37608,,"",Experimental; Observational
Technological intervention in sustaining mango productivity in a resource poor farmers' field of Uttar Pradesh.,"","Abstract: Mango productivity and production is low in Uttar Pradesh as compared to national average. It is further low in case of a resource poor farmer to support its orchard productivity. Proper dissemination of production and protection technologies and lack of timely intervention of these technologies makes it worse. The present work was undertaken under the financial assistance by National Horticulture Board and technological demonstration by ICAR-CISH at village Kitnakhera, Lucknow district. Age of orchards and suboptimal management of canopy, nutrient, water, diseases and insect pests are the major factors constraining the productivity and quality of mango. Interventions of ICAR-CISH technologies resulted it successful mango production with good remuneration to farmers. Results revealed that soils of the mango orchards had low water holding capacity (17.1-20.9%) and suffering from deficiency of zinc, copper and boron. Centre opening resulted in increased light penetration from 6100 to 6800 mol m yr to 10000-10500 mol m yr. The fruit borer incidence was reduced from 70-80 to 1-2 per cent. Average fruit yield increased from 47.05 kg/tree in the previous years to 82.05 kg/tree due to the adoption of technological interventions. Percentage of 'A' and 'B' grade fruits increased from &lt;5 and 20% to 17.3 and 54.0% respectively. Net incomes of farmers were also increased. Farmers were highly enthusiastic and satisfied with the involvement in different activities with their increased net income. ### Plant products search: mangoes ### Measurements for interventions: orchard ### Topics keywords: net income;insect pest;economic benefit;net return",2016,,GERF Bulletin of Biosciences,,,,,,,#36696,,"Ellen McCullough (2019-06-13 05:49:50)(Screen): Unclear if this is an experiment. They discuss results as if they are ""before"" vs ""after"" rather than two different treatments of an experiment.; ",Observational
The choice of groundnut (Arachis hypogaea) varieties by smallholders in south-east Tanzania. II. Variety X spacing and variety X sowing date interactions.,"",Countries mentioned: Tanzania ### Plant products search: groundnuts;stone fruits ### Topics keywords: nitrogen fertilizer;spatial distribution;plant height ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA,1986,,Experimental agriculture,,,,,https://proxy.lib.ohio-state.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=agr&AN=ADL86070862&site=ehost-live,,#36471,,Ellen McCullough (2019-06-13 05:15:56)(Screen): Appears to focus on choice of variety not yields/income. Cannot see full article or abstract.; ,Experimental; Unclear
Technology options and economic policy for dryland agriculture.,"","Abstract: The Indian Society of Agricultural Economics, in association with the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), and the All-India Coordinated Research Project and Dryland Agriculture (AICRPDA), organized a workshop in August 1983 at ICRISAT Centre, Hyderabad. 14 (out of 22) papers presented in the workshop are reproduced in this volume. The papers, which focus mainly on the issue of appropriate technology for India's dryland agriculture, are entitled: (1) The economics of deep vertisols technology options: implications for design, testing, and transfer (and ); (2) An economic assessment of promising technologies in arid dry farming regions ; (3) Techology options for small dyrland farmers in India ; (4) Technology options and promotional policies for raising production and productivity of rainfed farming areas in Madhya Pradesh ; (5) Economics of alternate land use systems for drylands . (6) Ex-ante evaluation of improved vertisol technology: results from whole-farm modelling ; (7) Analysis of constraints in transfer of dryland technology: an operational research experience (and ); (8) Economics of tree crop production in dryland agriculture in India ; Dry farming research: issues and approaches ; (10) Improved seeds of change in dryland agriculture: promise and implications for economics research (and ); (11) Fertilizer use on India's non-irrigated areas: a perspective ; (12) Improved access to credit in dryland agriculture ; (13) Pricing policy and dryland crops: some issues ; and (14) Impacts of hypothetical changes in productivity and rainfall on aggregate crop production, consumption, prices and income in different cropping zones of SAT India (and ). ### Countries mentioned: India ### Programs found: economic research project;coordinated research project (CRP);research project;operational research project (ORP) ### Topics keywords: small scale;access credit;land use;extension service;farm size;smallholder farmer ### Geo regions: South Asia ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",1989,,Technology options and economic policy for dryland agriculture.,,,,,,,#36470,,Balsher Sidhu (2019-06-08 02:47:20)(Screen): adding because the underlying papers might be relevant. But not sure if we will want to look at them individually.; ,Unclear
"The intensive rice growth system reduces seed amount for sowing, increases plant yields and saves irrigation water.","","Abstract: The work was developed at Los Palacios Rice Research Station for three years and later at small-scale producers' areas belonging to a non-specialized system (popular rice) as an agricultural extension. The study consisted of determining the effect of seedling age, plant spacing and seedling number per site on agricultural yield. Results showed a seed amount reduction in the nursery, to the value of 5 kg.ha.year, which represent between 35 and 40% of that used in the traditional transplanting system. In addition, agricultural yields increased up to 2.0 t.ha; there was a greater tillering and root system development per plant compared to the check control. On the other hand, when crop irrigation was discontinued for 21 days, 3 300 m.ha.year of water were saved. ### Countries mentioned: Cuba ### Plant products search: rice ### Topics keywords: small scale;supply chain;small scale producer;contract farming ### Geo regions: Latin America and the Caribbean ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055)",2010,,Cultivos Tropicales,,,,,,,#36338,,"",Experimental
Tillage and vegetative barrier effects on soil conservation and short-term economic benefits in the central Kenya highlands.,"","Abstract: Minimum tillage and vegetative barriers can conserve soil and water resources in the steep-sloping highlands of East Africa but there has been little adoption by smallholder farmers. Soil conservation efficiency and short-term economic benefits provided by tillage and vegetative barriers were assessed over four cropping seasons to understand performance under local farming conditions. Minimum tillage was compared with regular tillage and vegetative barriers (leucaena and Napier) with no barriers. Maize and soybean yields were greater with than without vegetative barriers, except with Napier barriers when minimum tillage was practiced where strong root competition occured. Cumulatively for the four cropping seasons, Napier barriers with regular tillage conserved most soil (72%) followed by Napier with minimum tillage (53%). The least soil (1%) was conserved for minimum tillage without barriers and leucaena barriers were intermediate in decreasing soil erosion. The highest positive marginal rate of returns (MRRs) were realized under leucaena barriers with regular tillage (2.09) followed by Napier with regular tillage (1.32). Minimum tillage without barriers had the lowest positive MRRs (0.08). Future increase in the price of key inputs would have greater depressive effect on the MRRs of Napier barriers with regular tillage than leucaena barriers with regular tillage. Minimum tillage without barriers was inefficient in soil conservation particularly when rainfall was intense and had poor MRRs. Leucaena barriers conserved less soil than Napier barriers but were more economically attractive, demonstrating a clear trade-off between soil erosion that is likely to impact crop yields in the long-term and short-term economic benefits. Napier barriers with regular tillage present a win-win scenario due to efficient soil conservation and attractive economic returns provided future prices of labour and Napier cuttings remain stable. ### Countries mentioned: Kenya;New Zealand ### Plant products search: soybeans;maize;leucaena ### Measurements for interventions: minimum tillage;tillage ### Topics keywords: short term;soil erosion;minimum tillage;tillage practice;crop rotation;CA;MT;NT;economic benefit;smallholder farmer;long term ### Geo regions: East Asia and Pacific;Sub-Saharan Africa ### World bankdivision regions: BLEND;Middle-income countries($996 to $3,895);High-income countries($12,056 or more)",2011,,Field Crops Research,,,,,https://doi.org/10.1016/j.fcr.2011.03.002,,#36284,,"",Experimental
"The role of forages in sustainable intensification of crop-livestock agro-ecosystems in the face of climate change: The case for landscapes in babati, Northern Tanzania","","Abstract: Agro-ecosystem productivity is highly dependent on soil moisture fluxes yet climate change induces unpredictable dynamic interactions on water and nutrient resources. This study assessed on-farm seasonal productivity, runoff and soil moisture storage estimates within forage grass and forage legume intercrops at the Long site in Babati District of Northern Tanzania and how these would be impacted by climate change. The WaterWorld model was used to ascertain the impact of climate change on temperature and moisture fluxes at landscape level within these agro-ecosystems. Study results revealed a steady increase in temperature and a projected increase in rainfall over the next 40 years to the 2050s with an average future precipitation of 1300 mm yr-1 compared to the current baseline of 960 mm yr-1. On-farm seasonal water balance estimates within forage grass-forage legume intercrops revealed that with the 645 mm of rainfall received in the 2014 rainy season, evapotranspiration (ET) was the predominant factor accounting for about 75 % of the fluxes. We demonstrate that compared to the control trials, runoff levels were significantly lower in areas with forage grass-legume intercrops which translated to 20 % lower runoff levels; there was higher soil moisture storage with an average of about 25 mm (30 % higher) in areas with forage grass-forage legume intercrops than the bare plot control areas. The Napier-Desmodium and Napier-Lablab combinations had about 15 % higher soil moisture storage and 30 % higher water productivity compared to the sole Napier accessions. The sole forage grasses depicted about 15-50 % higher runoff levels compared to the Napier- Desmodium and Napier-Lablab combinations. In doing so, a combination of perennial forages (grasses and legumes) improves the sustainability of farming systems through erosion control and soil moisture retention beyond serving as feed resources. Using both qualitative and quantitative metrics from this study, we draw on the sustainable intensification indicators framework to illustrate explicit linkages on synergies and tradeoffs associated with forage interventions within smallholder farming systems. Sustainable intensification within these landscapes will thus require more innovative solutions that incorporate establishing different types of alternative forage grass-forage legume combinations coupled with other improved agronomic practices into a compendium package of interventions that allows for sustainable land use to cope with climate change and variability. ### Countries mentioned: Tanzania ### Plant products search: legumes ### Measurements for interventions: water productivity;forage ### Topics keywords: CA;soil fertility;SM;CC;agro ecosystem;point view;smallholder farming;MT;pest control;farming system;NT;long term;management practice;food security;cover crop;climate change;sustainable intensification;land use;soil moisture;smallholder farmer;sustainable agriculture ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2016,,Climate Change and Multi-Dimensional Sustainability in African Agriculture: Climate Change and Sustainability in Agriculture,,,,,https://doi.org/10.1007/978-3-319-41238-2_22,,#36742,,"",Experimental
Transgenic peanut overexpressing the DREB1A transcription factor has higher yields under drought stress,"","Abstract: Transgenic research using the DREB group of transcription factors has received much attention in developing drought-tolerant and climate-ready varieties of crop plants. While many reports have demonstrated increased tolerance to water deficits under laboratory and greenhouse conditions, only a few have tested possible effects under field conditions, with limited success in most cases. Here, we present evidence of a transgenic solution for enhanced drought tolerance in peanut (Arachis hypogaea L.), which is an important grain legume and a valuable cash crop for smallholder and resource-poor farmers occupying the largest portion of the farming systems in low income food deficit countries. The presence, integration, expression and inheritance of the transgene in advancing generations of the transgenic peanut plants were assessed using PCR, Southern blot, inverse-PCR, RT-PCR and q-PCR techniques. Four trials were conducted in various water stress regimes under varying vapour pressure deficits (VPDs), and drought tolerance was studied using various component traits of drought. A substantial yield improvement of up to 24 % in drought trials under field conditions was achieved across a wide range of stress intensities and was related to higher harvest indices (HIs). All transgenic events had significantly higher seed filling under drought and displayed 20-30 % lower pod yield reduction than their untransformed counterpart under drought stress. Two transgenic events showed yield advantage under drought stress that consistently had higher pod and seed yield than the untransformed parent under drought stress across all trials, without displaying any yield penalty under irrigated conditions. ### Plant products search: grain;grain legumes;peanuts ### Measurements for interventions: yield reduction;pod ### Topics keywords: drought stress;cropping system;use efficiency;water deficit;sweet potato;rural household;RT;pest control;farming system;NT;wide range;reduced tillage;crop rotation;human health;rural tourism;harvest index;cover crop;plant height;soil moisture;cash crop;crop residue;grain legume;drought tolerance;grain yield",2014,,Molecular Breeding,,,,,https://doi.org/10.1007/s11032-013-9952-7,,#37156,,"",""
UNDERUTILIZATION OF PUMP IRRIGATION FACILITIES IN THE NORTH-EAST OF THAILAND: A CASE STUDY OF ROI-ET,"","Abstract: This is a study of underutilization of pump irrigation facilities in the North-East of Thailand. Its main objectives are to describe the planning and the implementation of irrigation for agricultural development, to delineate economic and non-economic factors in relation to the utilization of irrigation for dry-season cropping, and to explain variations in the incidence of utilization of irrigated land in the dry-season. In the research, four methods for obtaining information were employed: survey of existing literature and government documents; questionnaires; in-depth interviews; and personal observation. Two pump irrigation projects in Roi-Et province were selected for an intensive study between September 1983 and April 1984. From the investigation of the utilization of irrigated land in the dry season at the regional level, it was found that, since the pump irrigation projects came into operation, the rate of utilization at the regional level has never exceeded one-fifth of the total irrigated area. Also, the examination in the trends of irrigation utilization in the North-East of Thailand has suggested that, in addition to the problem of water distribution, an investigation of farmers' decision-making processes is needed, both in subsistence activities and in the dimension of profit-maximization. The examination of water distribution in the two study areas had demonstrated that the inadequacy of water supply is not a direct result of distance from plot to the water source, and is not the only factor in explaining the underutilization of irrigated land for farming in the dry season. It has been revealed that the decisions of farmers to utilize their irrigated land for dry-season cropping are made from the evaluation of their food requirements and to earn or supplement their cash incomes. Irrigation has greatly aided the households which cannot produce enough wet-paddy for household consumption from the preceding wet-season. In addition, the decisions of dry-season croppers are made from an evaluation of their needs for the immediate future rather than for long-term planning. The amount of irrigated land utilized largely depends upon the household consumption needs and non-farm opportunities. (Abstract shortened by UMI.) ### Countries mentioned: Japan;Thailand ### Plant products search: rice ### Programs found: irrigation project;implementation irrigation project ### Topics keywords: small scale;food insecurity;spatial distribution;decision making process;dry season;agroforestry system;dairy cattle;crop residue;sweet potato;decision making;human activity;long term ### Geo regions: East Asia and Pacific ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD;High-income countries($12,056 or more)",1986,,,,,,,http://proxy.lib.ohio-state.edu/login?url=https://search.proquest.com/docview/303460453?accountid=9783,,#36976,,"",Observational
"Increasing crop yield in water scarce environments using locally available materials: an experience from semi-arid areas in Mpwapwa District, central Tanzania.","","Abstract: This paper presents experience on working with farmers in water scarce environments in improving crop yield through the application of locally available materials in semi-arid areas of Mpwapwa District, central Tanzania. Findings are presented from the interdisciplinary study that involved documenting farmers perceptions and on-farm field experimentation. In the farmers' perceptions study, three different traditional tillage practices applied by smallholder farmers in the area were identified. These are traditional no-till (TNT), shallow tillage (ST) and ridging tillage (RT). The impacts of various tillage practices on soil fertility improvement, reduced weed infestation, soil moisture retention and crop yield were the main factors considered by farmers when selecting a particular tillage practice to apply. In two cropping seasons (i.e. 2006/7 and 2007/8) on-farm field experimentations were carried to test the effects of the three traditional tillage practices, manure and mulching practices on soil moisture retention and crop yield. Results from this experiment showed traditional no-till fields to have the lowest soil moisture retention capacity and the lowest infiltration flow rate as well as lowest crop yield compared to other studied practices. It was observed that improving the current tillage practices by the application of manure to both ST and RT, and mulching to ST at rates affordable to smallholder farmers as identified during perception study (i.e. 5 tons/ha for manure and 3 tons/ha for mulching materials) results in increased crop yield. When the grain yield is compared between traditional no-till and shallow tillage with manure and mulching practices, the yield increase is between 50 and 100%. It was concluded that crop yield in water scarce environments such as the semi-arid areas of Mpwapwa District can be increased by applying locally available materials such as cow manure and mulching at rates affordable to smallholder farmers. ### Countries mentioned: Tanzania ### Plant products search: grain ### Measurements for crops: grain ### Measurements for interventions: manure ### Topics keywords: drought stress;land degradation;soil fertility;salt tolerance;SM;tillage practice;weed infestation;RT;flow rate;NT;reduced tillage;crop rotation;rural tourism;farmer perception;management practice;cover crop;soil moisture;weed control;extension service;crop residue;smallholder farmer;grain yield ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2009,,Agricultural Water Management,,,,,https://doi.org/10.1016/j.agwat.2009.01.007,,#36845,,"",""
Triggering rural development through financing animal husbandry projects: experiences in India.,"","Abstract: Successful dairy farming depends on the quality of the main resources, i.e., the farmer, land, livestock and water. In developing countries these resources are generally deficient. This paper illustrates how these deficiencies can be overcome with the experience of a small farmer's family in India. This experience is then related to that in the development of India's dairy industry. The co-existence of abundant livestock wealth with vast rural poverty; the policy dilemma of choosing between cross-breds and native stock; the syphoning of urban purchasing power through the selling of milk; other productive livestock avenues for the poor and the provision of credit to livestock farmers are described. It is concluded that livestock rearing in India has been an effective instrument for increasing the productivity and incomes of the rural poor and thus an appropriate strategy for social change, and that the key to success lies in forging a sustained and effective link between product markets and the rural producers with the availability of finance from organized sources and on easy terms. ### Countries mentioned: India ### Animal products search: milk ### Programs found: animal husbandry (AH) project ### Topics keywords: animal husbandry;developing country;rural household;dairy industry;rural poverty;rural development;dairy farming ### Geo regions: South Asia ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",1985,,Economic Bulletin for Asia and the Pacific,,,,,,,#37398,,"",""
Transhumance livestock production in the Northern Areas of Pakistan: Nutritional inputs and productive outputs,"","Abstract: The Northern Areas of Pakistan form a mountainous, semi-arid region in which subsistence mixed farming is the predominant economic activity for the majority of the population, which numbers around 1 million. Following a period of relative isolation, construction of the Karakoram Highway and the ensuing development activity have been catalysts for rapid infrastructural and social change over the last two decades. In the study reported here, feed resources for the livestock enterprise, which is largely made up of cattle, goats and sheep, were studied in detail over the course of a single winter feeding season. Productive outputs including liveweight change, milk production and reproductive performance were also quantified over a full year. The aim of the study was to provide a quantitative description of the system and to assess the extent to which proximity to a major highway influenced livestock husbandary. Six villages across the region were selected for study as part of a 2 × 3 factorial design with one village per cell of the study design. Factors consisted of two geographical transects and three agro-ecological zones. Transects were the Karakoram Highway (KKH) transect which enjoyed relatively good transport infrastructure and the Gilgit Ghizer Region (GGR) transect where infrastructure was more limited. Agro-ecological zones were the single, transitional and double cropping zones. One village per transect from each of the three main agro-ecological zones was chosen for study with 6-7 households within each village studied. Results showed that feed resources per household did not vary significantly according to transect or zone but cattle numbers per household were higher in the GGR transect than in the KKH transect indicating a heavier reliance on subsistence livestock production in this transect. Live weight and body condition of livestock in the Northern Areas changed markedly over the annual cycle. Losses of live weight were in the order of 10% over winter while summer gains during the summer season averaged 35% of initial live weight. There were differences between transects, with animals in the KKH gaining less weight in summer but showing higher milk yield (in cattle) and better reproductive performance. The results indicate a typical system of smallholder livestock production with heavy reliance on cereal by-products, a mix of livestock species and a relative scarcity of stored feed resources relative to overall livestock holdings. This study also suggests that proximity to the main highway running through the Northern Areas is associated with a reduced but more feed-efficient livestock production system. ### Countries mentioned: Pakistan ### Plant products search: cereals ### Animal products search: milk ### Topics keywords: live weight;dairy cow;reproductive performance;mixed farming;dairy cattle;farming system;beef cattle ### Geo regions: South Asia ### World bankdivision regions: BLEND;Middle-income countries($996 to $3,895)",2006,,"Agriculture, Ecosystems and Environment",,,,,https://doi.org/10.1016/j.agee.2006.04.003,,#36772,,"",""
Sorghum response to fertilizer and nitrogen use effi ciency in Uganda,"","Abstract: Sorghum [Sorghum bicolor (L.) Moench] is important for smallholder production in semiarid parts of Uganda. Grain yields are low because of low soil fertility. Little fertilizer is used. Yield response to N, P, and K application, economically optimal rates for N, P, and K (EONR, EOPR, and EOKR, respectively), and N use efficiency (NUE) were evaluated at 11 site-seasons. Mean sorghum yield with no N applied (N 0) was 0.69 Mg ha -1 and was consistently increased by a mean of 230% with N application. Mean EONRs were 34 to 18 kg ha -1 N with fertilizer use cost to grain price ratios (CPs) of 10 to 30, respectively. Mean EOPRs were 11 to 2 kg ha -1 P with CPs of 10 to 50, respectively. Sorghum did not respond to K application. Net economic returns were greater for N than P application. Mean aboveground biomass N with0 and 90 kg ha -1 N applied was 31. 3 and 75.9 kg ha -1, respectively. Grain N concentration, N harvest index, and internal NUE at the EONR were 1.67%, 53.2%, and 31.8 kg kg -1, respectively, and higher than for N0. Mean recovery efficiency, partial factor productivity, and agronomic efficiency declined with increased N rate and were 135%, 79 kg kg -1, and 52 kg kg -1, respectively, at the EONR. The profit potential of fertilizer N use is high for smallholder sorghum production in Uganda. Policy interventions to reduce fertilizer cost and improve grain marketing efficiency will enable smallholders to increase fertilizer use for substantial increases in sorghum production. ### Countries mentioned: Uganda ### Plant products search: sorghum grain;grain ### Programs found: consumer program (CP);community project (CP) ### Measurements for crops: grain ### Measurements for interventions: fertilizer ### Topics keywords: soil erosion;cropping system;soil fertility;use efficiency;dry matter;carbon pool;cropping practice;NH4;BMP;NO3;flow rate;centrifugal pump;NUE;DM;conservation practice;soil organic carbon;harvest index;management practice;CP;cover crop;plant height;crude protein;grain yield ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2012,,Agronomy Journal,,,,,https://doi.org/10.2134/agronj2011.0182,,#37030,,"",""
Stocking intensity and pastoral production. 1. Changes in the soil and vegetation of a sown pasture grazed by sheep at different stocking rates.,"","Abstract: A Phalaris tuberosa [= P. aquatica]/white clover pasture was grazed continuously in 1964-9 at stocking rates of 2.5-37.1 sheep/ha. Increase in stocking rate decreased herbage availability, root weight, basal cover, soil pore space and the rate of water infiltration and increased herbage bulk density and herbage contents of N and Ca. In periods of below-average rainfall, soil moisture and nitrate contents were greater when herbage availability was low. Herbage DM yield averaged 8.45 t/ha year and was not affected by stocking rates between 2 and 22 sheep/ha. The ratio herbage consumption:pasture production increased by 0.045 for each unit increase in stocking rate. ### Plant products search: cloves;clover ### Measurements for interventions: pasture ### Topics keywords: stocking rate;bulk density;DM;decision maker;soil moisture;SM;NH4;dairy farm;decision making;NO3;dry matter;beef cattle",1973,,"Journal of Agricultural Science, UK",,,,,,,#36320,,"",""
The cultivation-cattle complex in western Darfur.,"","Abstract: The agricultural/livestock system of a 40 000 km2 area in W. Sudan is described. Details of the 3 main components (traditional rainfed agriculture, small-scale irrigation and animal husbandry) are given. Millet (Pennisetum typhoides [P. americanum]) is the main cereal crop, but sorghum occupies an important place in the intensively cultivated alluvial zones and cash crops, including groundnuts, are of some importance. Agronomic and yield data on the traditional rainfed crops are given. Tabular data are given on the total annual production of carbohydrate and protein animal feed resources from natural grazing, crop residues and Acacia albida in alluvial valleys and non-alluvial areas, with information on the seasonal availability of carbohydrates and protein from each component. The distribution of resources was unusual in that most protein was available in mid to late dry season. Information is given on total production of the principal crops in the area. ### Countries mentioned: Sudan ### Plant products search: millets;sorghum grain;groundnuts ### Topics keywords: animal husbandry;farming system;small scale;food insecurity;spatial distribution;cover crop;rural household;animal feed;cash crop;agroforestry system;dairy cattle;crop residue;sweet potato;dry season;human activity;raw material ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Middle-income countries($996 to $3,895);IDA",1980,,Agricultural Systems,,,,,https://doi.org/10.1016/0308-521X(80)90003-7,,#36604,,"",""
