Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
The impact of the devaluation of the CFA franc on the competitiveness of rice production in southern Benin.,"","Abstract: Benin produces 12 000 t/year of husked rice, which represents 20% of domestic consumption. Rice is not a very profitable crop for farmers because labour requirements are high (twice as much as for other crops) and prices are low. An assessment has been carried out on the impact of the 1994 devaluation of the CFA franc on the competitiveness of major crops, including rice, grown in different production systems (irrigated, flooded, rainfed). Rice yields are low regardless of the production system. Since the devaluation, rice has been more profitable for farmers and the increased income more than compensates for the inflation that followed devaluation. Cotton production has also become more profitable. Grass margins per hectare for rice production are higher than for cotton. Prior to devaluation, rice production represented a poorer return on family labour than irrigated or rainfed cotton. Following devaluation, irrigated rice represents a better return on labour than cotton, which is still more profitable for smallholders than rainfed rice. Production is also compared in the context of the national economy (imported and exported produce). ### Countries mentioned: Benin;France ### Plant products search: cotton;rice ### Measurements for crops: rice ### Topics keywords: factor influencing;agro food;farm size ### Geo regions: Europe and Central Asia;Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA;High-income countries($12,056 or more)",1997,,Agriculture et Développement,,,,,,,#37391,,"",""
The influence of land use change on chemical and biological properties of steppe soils in northern China.,"","Abstract: This study was conducted in an agro-pastoral transitional zone near Inner Mongolia, northern China, to assess the influence of land use conversion from native steppe to intensive agriculture and from intensive agriculture to alfalfa on soil chemical and biological properties. At two separate sites, plots representing intensive agriculture, alfalfa, and the respective native steppe type (i.e., meadow steppe and typical steppe), were established in 1980. Intensive agriculture lands were cultivated and alfalfa was sown in these intensive agriculture soils since 2002. A sensitivity index, calculated for each measured property by dividing values for the native steppes by corresponding values in intensive agriculture lands or alfalfa lands, was also used to evaluate the responses of the soil quality to land use conversion. The amount of root biomass in intensive agriculture soils was 88% at a 0-10 cm depth and 76% at a 10-20 cm depth lower than those in native steppe soils at both sites. Concentrations of soil organic carbon ### Countries mentioned: China;Mongolia ### Plant products search: alfalfa ### Topics keywords: land use change;bulk density;EC;soil fertility;land use;LUC;soil organic carbon;organic carbon;OC;DOC ### Geo regions: East Asia and Pacific ### World bankdivision regions: BLEND;Upper-middle-income countries ($3,896 to $12,055);Middle-income countries($996 to $3,895);IBRD",2009,,Arid Land Research and Management,,,,,https://doi.org/10.1080/15324980903028553,,#36399,,"",""
The integrated approach to improve sustainable livelihood in Tello Island,"","Abstract: Almost half of the population of Indonesia live in rural areas and about 14.1% are living in below rural poverty line. Improving sustainable livelihood is an essential strategy to reduce the poverty in rural areas. Some Non-Governmental Organizations (NGOs) work with rural communities to improve sustainable livelihood through community based-development project. Working with poor communities in rural areas is challenging because each community has specific needs and characteristics. It also needs an integrated approach to ensure effectiveness, efficiency, and sustainability of the project. This paper provides acase study of community-based development project in a remote island (Tello Island) in South Nias, Indonesia. This island has rich natural resources but many people still live in poverty. MAP International, a NGO has worked in this island since 2011 to build the community's capacity to improve sustainable livelihood. The organization tried to support low-income people through organic farming, fishing, livestock, and microloan program. The organization started the project with water filter distribution as 'an entry point' to gain community trust. The organization also established some learning groups among beneficiaries. After five years of project implementation, some significant outcomes have been achieved such as increased income, improved skills, and education. However, there are also some challenges particularly the project sustainability. In this paper, we evaluate the effectiveness, efficiency, and sustainability of the project. The paper also provides more details about project approach, special challenges (such as the new policy on transshipment ban that affects local fishing), and recommendation. ### Countries mentioned: Indonesia ### Programs found: sustainability project;acase study community based (CBT) development project;mesoamerican agro environmental program (MAP);market assurance program (MAP);development project;community based (CBT) development project;mexican agricultural program (MAP);microloan program;market access program (MAP);five year project (FYP) ### Topics keywords: organic farming;natural resource;rural community;rural household;rural poverty;NGO;contract farming;rural area ### Geo regions: East Asia and Pacific ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",2017,,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON PUBLIC POLICY, SOCIAL COMPUTING AND DEVELOPMENT 2017 (ICOPOSDEV 2017)",,,,,,,#37487,,"",""
The Introduction of Insect Meal into Fish Diet: The First Economic Analysis on European Sea Bass Farming,"","Abstract: The economic and environmental sustainability of aquaculture depends significantly on the nature and quality of the fish feed used. One of the main criticisms of aquaculture is the need to use significant amounts of fish meal, and other marine protein sources, in such feed. Unfortunately, the availability of the oceanic resources, typically used to produce fish feed, cannot be utilized indefinitely to cover the worldwide feed demand caused by ever-increasing aquaculture production. In light of these considerations, this study estimates how aquaculture farm economic outcomes can change by introducing insect meal into the diet of cultivated fish. Several possible economic effects are simulated, based on various scenarios, with different percentages of insect flour in the feed and varying meal prices using a case study of a specialized off-shore sea bass farm in Italy. The findings indicate that the introduction of insect mealcomposed of Tenebrio molitorwould increase feeding costs due to the high market prices of this flour and its less convenient feed conversion ratio than that of fish meal. Therefore, the expected environmental benefits of using this highly promising insect meal in fish feed do not align with the current economic interests of the aquaculture industry. To our knowledge, this is the first study to investigate this theme, and it must be noted that our findings cannot be generalized widely because a specific case study was used. Nevertheless, our findings suggest that efforts should be madeat least at the farm level to find profitable ways to encourage the introduction of this attractive alternative to guarantee both economic and environmental sustainability in the near future. ### Countries mentioned: Italy ### Animal products search: fish meat;fish ### Topics keywords: DM;significant difference;chemical composition;feed conversion ratio ### Geo regions: Europe and Central Asia ### World bankdivision regions: High-income countries($12,056 or more)",2019,,SUSTAINABILITY,,,,,https://doi.org/10.3390/su11061697,,#36165,,"",""
The irrigation system in Japanese agriculture.,"","Abstract: Part I analyses the historical changes in irrigation in relation to the development of agricultural productivity within the framework of small-scale farming. The conflict between group control over the irrigation system and individual water use was aggravated as the productivity of small-scale farming increased. In Part II, three types of irrigation systems are separately examined. M. Ka. ### Countries mentioned: Japan ### Topics keywords: small scale;CAP;point view ### Geo regions: East Asia and Pacific ### World bankdivision regions: High-income countries($12,056 or more)",1971,,Nihon nogyo no suiri kozo.,,,,,,,#37217,,"",""
THE JATILUHUR-MULTIPURPOSE-PROJECT/WEST JAVA-INDONESIA.,"","Abstract: THE JATILUHUR PROJECT IS THE BIGGEST MULTIPURPOSE PROJECT IN INDONESIA.IT SERVES FOR DRINKING WATER, INDUSTRIAL WATER, IRRIGATION, FLOOD CONTROL, HYDROPOWER, LOW-WATER REGULATION, FISHPRODUCTION, SEDIMENTATION CONTROL AND PROMOTION OF TOURISM.THE ORGANISATIONAL CHARACTER, THE REGULATIONS AND THE MANAGEMENT ARE WELL DEFINED.ON THE FARM LEVEL THE PEASANTSSTILL HAVE SOME DIFFICULTIES IN FOLLOWING PROGRESS OF THE CONSTRUCTION WORKS.THIS INFLUENCES THE COST-BEBFIT-RATIO.(A). ### Topics keywords: dairy farming;GHG emission;chemical composition",1976,,Wasserwirtschaft Wassertechnik,,,,,,,#37659,,"",""
The main crops crisis in the Tunisian Tell: natural and structural causes.,"","Abstract: In the Tell region of Tunisia the agricultural economy is mainly dependent on cereals production. However this is limited by the mountainous terrain and marshy land, and yields are low, requiring large national imports of cereals. Agrarian structures are also responsible for inefficient production, with most of the area controlled by a few very large farms and the remainder taken up by small subsistence farms. Price policies also present little encouragement to farmers. More resources should be made available to small farmers, and in the long term extensive structural change is necessary. ### Countries mentioned: Tunisia ### Plant products search: cereals ### Topics keywords: structural change;arable land;dairy industry;factor influencing;long term ### Geo regions: Middle East and North Africa ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",1978,,Revue Tunisienne de Geographie,,,,,,,#37552,,"",""
The Managil south-west extension: an extension to the Gezira scheme.,"","Abstract: The Gezira scheme has been enlarged by some 800, 000 feddans [1 feddan = 1.038 acres] as a result of the development known as the Managil S.-W. Extension. Part I of this paper describes the Extension and compares it with some of the features of the original irrigated area, i.e. the Gezira Main Area. Part II offers a cost/benefit analysis of the Extension, and Part III outlines some of its achievements, and some of the problems that have emerged. The Extension was developed in six stages between 1957 and 1963, its system of irrigation, pattern of field layout and method of organization and management being similar to those in the Gezira Main Area, with two important differences: (1) the crop rotation is more intensive, with a six-course vs. the eight-course rotation used in the Main Area, so that some 67 per cent. of the land is cropped in any one year as against under 50 per cent. in the Main Area; (2) the size of holding in the Extension is 15 feddans, the originally larger "" standard "" holding being reduced mainly so as to benefit more people, and also to enable a tenant and his family to work their holding without hired labour. The extension is run under the same partnership arrangement which governs the Main Area, i.e. Government, the Sudan Gezira Board and the tenant farmer each have specific functions and share the proceeds from cotton cultivation. The Extension has increased the value of the Gezira Scheme to the national economy, having more than doubled the total area under extra-long staple cotton which provides over 50 per cent. of the total value of domestic exports, and is a major source of investment for public funds, while contributing significantly to Government revenue. In 1962/63, it provided employment and food for over 41, 000 tenants and their families, and a casual labour force of 175, 000 during the cotton harvest. It has also posed new problems and accentuated old ones relating to the newly developed area, to the Gezira Scheme as a whole, and to the economic growth of the country. The Extension has embraced areas less suitable for crop production from the points of view of topography and soil, and has brought the Scheme closer to the cotton schemes on the White Nile where pest and disease control is less efficient. The size of holding is generally regarded as too small to bring sufficient returns to a farm family. The demand for casual labour, especially for cotton picking, has considerably increased. Many new tenants were former pickers in the Main Area before the Extension was developed. Furthermore, although the smaller holdings were designed to allow a tenant family to be self-sufficient in labour, some families received more than one holding, thus creating a demand for hired labour in competition with the tenants of the Main Area. The annual lease arrangement between the tenant and the other partners, as in the Main Area, has not helped to foster a long-term farming outlook, and there has been no inducement for the tenant to invest. Adequate credit, marketing and extension services are also lacking for crops other than cotton. Diseconomies of scale have also appeared in relation to factor management, resulting in increased costs. The cropping policy has not attempted to minimize Sudan's dependence on cotton, and there is also an incompatibility of outlook between tenants and the other partners. The development of the Extension has provided useful lessons for countries wishing to establish large scale schemes, but one central problem is the creation over time of a class of farmers who can take decisions at all levels of farm and business management. A. ### Countries mentioned: Sudan ### Plant products search: cotton ### Measurements for crops: cotton ### Topics keywords: crop rotation;point view;extension service;large scale;long term ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Middle-income countries($996 to $3,895);IDA",1965,,Zeitschrift fur Auslandische Landwirtschaft,,,,,,,#37326,,"",""
The modernization of irrigation in the process of agriculture restructuring.,"","Abstract: The modernization of irrigation schemes in the Czech Republic reflects the fact that large co-operatives have been changed to smaller units such as joint-stock companies and family farms. This requires significant change in the way that irrigation schemes are laid out and managed. But this change is constrained by the insufficiency of grants/subsidies, by the cost of irrigation water and by the generally limited financial means. Such change will involve: (i) privatization of existing irrigation systems; (ii) modernization of pipe networks; (iii) re-evaluation of irrigation needs; (iv) changes in the efficiency of irrigation water use; (v) acquisition of cheap (profitable) water sources; (vi) introduction of new practices; (vii) construction of facilities for storing produce. ### Countries mentioned: Czechia ### Topics keywords: contract farming;irrigation scheme;water saving;small scale ### Geo regions: Europe and Central Asia ### World bankdivision regions: High-income countries($12,056 or more)",1999,,"Irrigation under conditions of water scarcity. Vol 1E. 17th ICID International Congress on Irrigation and Drainage, Granada, Spain, 13-17 September 1999.",,,,,,,#36372,,"",""
The natural and economic effects of establishment of production from the aspects of conservation of land resources in the region of the 'Bela Reka' watershed,"","Abstract: Agricultural production in the hilly Beli Potok watershed has led to soil erosion problems. Sediment resulting from erosion processes can contain different harmful organic and inorganic substances and therefore presents a source of pollutants of the soil and water resources in this area. Taking into consideration extensive erosion control works in the investigated region, structures in torrent channels, biological works and the construction of terraces for orchards in the watershed, as well as sustainable agriculture, the question is raised of ecological and economics effects of investments in erosion control. A model of soil management for sustainability is presented based on the degree of erosion hazard and the slope, as the basis for distribution of production lines. The proposal includes three types of crop rotation, self-terracing orchards, orchards with classical terraces, grassing and afforestation. In this way the soil resource can be conserved. One improvement proposes bee keeping in the established production lines of the offered sustainable production model. Economic efficiency of investments in sustainable soil management is satisfactory when assessed by discount methods--internal rate of return (IRR), pay back period (PBP), benefit-cost ratio and net present value (NPV). The sensitivity analysis was performed for the IRR parameter. This parameter is most sensitive to changes of benefit, thereafter to changes of regular production costs, and finally to investments in erosion control. The offered improvements in bee-keeping production will increase economic efficiency, and are very acceptable and adaptable for small farmers. It is an additional reason for people to stay in these lands. ### Topics keywords: soil erosion;crop rotation;drought stress;net return;SA;cost ratio;sustainable agriculture",1999,,"Investing in the protection of our environment. Proceedings of conference 30, Nashville, 1999. (International Erosion Control Association)",,,,,,,#37454,,"",""
The need for socio-economic and environmental indicators to monitor degraded ecosystem rehabiliation : a case study from Tanzania.,"","Abstract: This paper documents the events leading to the imminent collapse of an attempt to rehabilitate a degraded ecosystem in central Tanzania, focusing on the consequences of the failure to systematically monitor socio-economic and environmental indicators. A decision was taken in 1979 to evict all grazing livestock from a 1200 km2 semi-arid area, the so-called Kondoa Closed Area, in central Tanzania due to their destructive effect on contour ridges and bunds that had been constructed in an attempt to arrest land degradation. Although the closure was successful in that the vegetation quickly regenerated and soil erosion was arrested, the evictions resulted in severe hardship for the agro-pastoralists in the area. As a result, it was decided a decade later to allow the reintroduction of cattle on condition that they were totally confined and were of improved dairy breeds. Although performance and economic data have generally been positive, the top-down approach to the introduction of the cows, the lack of baseline data, followed by the withdrawal of external funding, have resulted in increased illegal free-grazing and the near collapse of the attempt to convert a degraded ecosystem to sustainable use. It is concluded that the probable collapse of the ecosystem in the Kondoa Closed Area is a result of the initial top-down approach to the introduction and implementation of the project, inadequate monitoring of socio-economic and environmental indicators, and ultimately to the withdrawal of donor funding. ### Countries mentioned: Tanzania ### Programs found: implementation project ### Topics keywords: environmental impact;soil erosion;LD;land degradation ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2001,,"Agriculture, ecosystems & environment",,,,,https://proxy.lib.ohio-state.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=agr&AN=IND23255759&site=ehost-live,,#37260,,"",""
The new independence? Ecological and economic problems in Central Asia.,"","Abstract: In the framework of production distribution within the former Soviet economy, the central Asian countries were primarily responsible for providing raw materials (energy, cotton, and cereals). The consolidation of self-sufficient economies in the newly independent republics is difficult. In Kazakhstan, most collective farms have been privatized, but the number of genuinely private agricultural operations remains small. High prices for agricultural inputs and low prices for agricultural products reduces yields. The government and the World Bank have developed concepts to improve the situation, although there are still environmental problems caused by irrigation, and the contamination of virgin land through mining and nuclear testing. In Uzbekistan major problems associated with agriculture are: poor yields, soil salinization, high water consumption, and low agricultural prices, although a project has been designed to contribute to sustainable, environmentally-friendly land use. ### Countries mentioned: Kazakhstan;Uzbekistan;Virgin Islands;Virgin Islands;United States ### Plant products search: cereals;cotton ### Topics keywords: land use;FAO;raw material ### Geo regions: Latin America and the Caribbean;Europe and Central Asia;North America ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD;BLEND;Upper-middle-income countries ($3,896 to $12,055);High-income countries($12,056 or more)",1996,,Entwicklung + Ländlicher Raum,,,,,,,#37392,,"",""
The optimum rute of mechanization of farm labour.,"","Abstract: Analysis of long-term farm labour and farm management studies carried out under arable farming conditions in plain and hilly regions of Austria. The study is restricted to labour input in field work although the author recognizes the importance of mechanizing labour on the farmstead and improving its lay-out. The author distinguishes three stages of mechanization: (1) horse-drawn machinery, (2) partial motorization, (3) full motorization (no drought animals). Comparative study of costs shows that mechanization is likely to decrease labour expenses provided that a minimum period of machinery use is reached. The rate of utilization depends on the available area, i.e. on the size of the farm. Large peasant farms will find full mechanization, mainly based on the farmer's own machinery, profitable. Medium-sized peasant farms with an average labour force of two full-time workers have to face the fundamental problem of replacing horse-teams by a tractor while other machinery may be used co-operatively. Small peasant farms require high labour intensity in order to obtain high outputs per unit of area. They usually have to rely on special cultures which do not lend themselves easily to mechanization. In many cases the latter is also prohibitive for lack of investment capital. E. ### Countries mentioned: Austria ### Topics keywords: factor influencing;point view;long term ### Geo regions: Europe and Central Asia ### World bankdivision regions: High-income countries($12,056 or more)",1959,,Die optimale Mechanisierung der Landarbeit.,,,,,,,#36669,,"",""
The organization of production in the irrigated areas of the Sudan.,"","Abstract: Experience in the organization of people and resources into production units in irrigated agriculture is reviewed and conclusions drawn as to the kind of changes that seem desirable in the future both in the existing areas (35 million acres) and in the substantial extensions which are being planned. The way is described in which the broad, often blurred, human functions of entrepreneurship, management and manual labour are performed in the three main kinds of irrigation found in the Sudan: (1) the shaduf and water wheel which largely support subsistence family farming; (2) pump irrigation which is used with various types of organization from limited liabilities with share-cropping (resembling the Gezira model) or direct labour force, to small-scale cultivator partnerships and co-operatives; (3) the Gezira pattern of development (adopted in further government large-scale gravity-irrigation schemes) with its peculiar division of responsibilities, shared costs and returns for cotton, and rigidly and uniformly adhered to crop rotations. This last form of organization is seen to have advantages in the early stages of development under Sudan's conditions. It is argued (with examples) that there should be scope for later adjustments to relieve sources of conflict between government, development authorities and cultivators; to allow scope for individual initiative to encourage the fullest possible use of diverse talents and resources; and to facilitate adjustment to changing markets and technology. R. F. W. ### Countries mentioned: Sudan ### Plant products search: cotton ### Programs found: individual initiative ### Topics keywords: small scale;irrigated agriculture;crop rotation;water saving;large scale;irrigation scheme;family farming;long term ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Middle-income countries($996 to $3,895);IDA",1965,,Journal of Agricultural Economics,,,,,https://doi.org/10.1111/j.1477-9552.1964.tb00501.x,,#37109,,"",""
The (Pakistan) Prime Minister and rural development.,"","Abstract: The paper, by the ex Minister for Social Welfare, Local Government and Rural Development of Pakistan and now Speaker of the National Assembly, quotes Mr. Bhutto's analysis of the situation in the Third World, as presented in early 1976. It then goes on to discuss the situation in Pakistan in particular. The introduction of radical land reforms paved the way for launching the following rural development programme: (a) Integrated Rural Development Programme, (b) People's Works Programme, ### Countries mentioned: Pakistan ### Programs found: work program;rural development program (RDP);integrated rural development program (IRDP);rural development (RD) program;development program ### Topics keywords: rural development;water saving;land reform;RDP ### Geo regions: South Asia ### World bankdivision regions: BLEND;Middle-income countries($996 to $3,895)",1977,,Integrated Rural Development Review,,,,,,,#36231,,"",""
The potato market in 1999 and at the beginning of 2000.,"","Abstract: Russia's potato production in 1999 remained at similar levels to 1998 despite drought during the growing period. However, deliveries onto the market were less, and this led to a higher rate of price increase. The market was stable early in 2000, but a further price rise was anticipated before the arrival of the new crop. The best yields in 1999 were in the north and north-west, the Urals, eastern and western Siberia. There was a further shift of production from the corporate to the private farming and smallholding sector, and this is expected to continue. In 1999 73.8% of the volume of sales was supplied by private producers. Some regions, where yields were lower, restricted movement of potatoes; others had a sufficient surplus to dispose of elsewhere. More potatoes were sold through markets or producers' trading networks and less to State procurement agencies, which were charged the highest prices. Demand remained high as potatoes continued to be a mainstay of many consumers' diet. Consumption of other, more expensive foods, notably meat and dairy products, declined further in 1999. 1999 prices were highest in the central-chernozem region at 3984 and lowest in eastern Siberia at 2448 roubles/tonne. ### Countries mentioned: Russian Federation ### Plant products search: potatoes ### Animal products search: meat ### Topics keywords: land use change;dairy industry;developing country ### Geo regions: Europe and Central Asia ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2000,,Ekonomika Sel'skokhozyaistvennykh i Pererabatyvayushchikh Predpriyatii,,,,,,,#36625,,"",""
The potential use of germinators for Striga control by African peasant farmers.,"","Abstract: Ethephon or strigol analogues as granular or very low volume spray treatments may be incorporated into soil in the absence of cereal host crops. It is also profitable to make direct applications in the season of cereal (maize or sorghum) cropping. Strigol analogues should be applied at the start of the rains, ethephon at sowing. Strigol analogues can be directly applied by hoe farmers providing that the formulations are stable when surface-applied. Ethephon cannot be directly applied by hoe farmers until special equipment is developed. Animal power farmers can use both types of germinators in direct applications. From summary. ### Plant products search: sorghum grain;maize ### Topics keywords: RO;IPM;biogas production",1979,,"Proceedings of the 2nd International Symposium on Parasitic Weeds, North Carolina, 1979.",,,,,,,#36189,,"",""
The rationale for using a watershed as the basis for planning and development,"","Abstract: A watershed is a logical, natural planning unit for agricultural, environmental and socioeconomic research and development. A watershed planning unit internalizes the costs of upland soil and water conservation activities with the benefits of such programs to downstream electricity generation, irrigation works, etc., thereby influencing the scope and assessment of the investment decisions. Research and development needs to integrate the vast reductionist-base information available on different production sectors into a broader, holistic approach. The primary considerations that are part of this holistic, watershed approach to planning and development are discussed in this chapter. Two case studies (a degraded, semiarid, agropastoral system in Niger and a steepland, subtropical, agropastoral system in Honduras) are used to illustrate the utility of using a watershed as unit for planning and implementation of development activities. -from Authors ### Countries mentioned: Honduras;Niger ### Programs found: benefit program ### Topics keywords: wastewater treatment;decision making;biogas production ### Geo regions: Latin America and the Caribbean;Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);Middle-income countries($996 to $3,895);IDA",1995,,Agriculture and environment: bridging food production and environmental protection in developing countries,,,,,,,#37231,,"",""
"The reproductive characters of swamp buffalo in small holder farm in East Java, Indonesia","","Abstract: This research aims to analyze reproduction performances and characters of swamp buffalo in several districts of East Java province. Methods used survey in smallholder farmers level, located in selected districts areas with the high, medium and low population. Farmer as well as animals selected by snowball sampling of about 623 heads animals. The result shows that in general female reproductive performance is categorized as low. Variables observed show that the age of first mating is 31.12 + 6.01 month, pregnancy duration is 10.65 + 1.89 months, the age of first yearling 43.12 + 4.79 months, an estrus postpartum 5.79 + 3.73 months. The service per conception is categorized as high of 1.79 + 0.82 includes of the interval of birth is 14.45 + 3.73 Finally, buffalo reproductive efficiency is estimated as 85.51 + 16.09. Within traditional extensive breeding which swamp buffalo, in general, was reared in the group in both rice field area and dry land area. The problem of facing in reproduction performance is may be mainly because of limited female productivity in a population or the availability of male for breeding purposes. So, reproductive performance of swamp buffalo in East Java was categorized as lower than usual, mainly based on the interval of birth and service per conception. ### Countries mentioned: Indonesia ### Plant products search: rice ### Topics keywords: reproductive performance;smallholder farmer;dairy cattle;dairy cow ### Geo regions: East Asia and Pacific ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",2019,,IOP Conference Series: Earth and Environmental Science,,,,,https://doi.org/10.1088/1755-1315/247/1/012019,,#36875,,"",""
The return of the wild.,"","Abstract: The world's problems have arisen from a steady trend towards concentration of economic power, expressed in greater centralization of government, procurement and marketing; growth of the urban population whose demands grow at the expense of the rural sector; and the steady amalgamation of land holdings to produce cash crops for world markets, destroying human communities and degrading the environment in the process. Agriculture in developing countries is increasingly being used to supply world markets for the benefits of national elites and the privileged elite in the international economic order, with a consequent decline in food production to the detriment of the general population. Such forces are also active within the UK and large numbers of family farms are facing crippling financial pressures. Those farms with capital to expand and intensify will survive and in the process will produce a simplified countryside with a narrower range of wildlife. The wealthier section of the urban population in the UK is now beginning the move back out into the countryside, which may have to accommodate another 5 million people by the year 2020. To achieve this without severe environmental degradation will require clear-headed and daring planning. An attempt to petrify the status quo will not suffice. Conservation, both in the UK and elsewhere, must begin with a people-based countryside. Deliberate measures are needed to guarantee land, resources and infrastructure to the family farm, together with encouragement to a vigorous and multifarious rural economy, which then feeds vigour and health back into the national economy and the whole community. In old societies like the UK, the established structure of landholding and control is disguised by social and cultural factors, above all, the class system; but it is just as much a block to fair provision of the means of life as in other parts of the world; and while its dismantling can be achieved without revolution or violence, determined and clear-sighted legal and fiscal measures must be taken to that end if economic, social and environmental health are to be re-established. ### Countries mentioned: United Kingdom ### Topics keywords: cover crop;developing country;rural community;rural household;rural tourism;cash crop;rural development;sweet potato;farming system;rural area;rural economy ### Geo regions: Europe and Central Asia ### World bankdivision regions: High-income countries($12,056 or more)",1987,,The return of the wild.,,,,,,,#36685,,"",""
The role and future use of perennial native grasses for temperate pastures in Australia.,"","Abstract: Increasingly in Australia there is evidence of pasture decline: acidification, salinization, and land degradation are all indicators that pastoral and landform ecosystems are not in equilibrium. With declining terms of trade for farmers, rapidly increasing costs of pasture establishment and maintenance, and an increased environmental awareness in the community, it is timely to consider the future and role of perennial native grasses in temperate pastures. The sowing of persistent, well-adapted, deep-rooted native or introduced grasses may reduce the rate of acidification or salinization. Native grasses evolved under conditions of a mostly dry and fluctuating climate, low nitrogen and phosphorus soils, low grazing pressure by soft-footed marsupial herbivores, low trampling pressure, high summer fire frequency, and low densities of legumes such as , , and . While introduced temperate perennial grasses often require a companion legume and fertilizer input for productivity and persistence, the adaptive characteristics of some native grasses may be useful, particularly in marginal environments where sown perennial grasses have poor persistence. In many districts, all native grasses were thought to have similar adaptive characters and so a philosophy evolved among many agriculturalists to replace indigenous plants with fertilized legume-based pastures. This assumed that the level of land capability could be permanently increased by adding introduced species to the pasture ecosystem, but there is increasing evidence that this may not be so. Where useful native grasses predominate, they have a continuing role as a major pasture resource on most properties. Some farmers on the Tablelands of New South Wales have developed stable and productive native grass-based pastures, carrying 8-15 dry sheep equivalent/ha, by manipulating grazing pressure, fertilizer use, and legume growth. In winter rainfall and cropping zones, such as the Riverina of New South Wales and the Mallee districts of Victoria, where native pastures occupy less than 25% of the agricultural land, native grasses are under test, because it is thought they are more likely than introduced species to have a restorative role in acidified, salinised, or degraded cropping lands. The availability of seed of the better native grasses by domestication and seed harvesting is seen as an adjunct to these roles, and not as providing replacements for other persistent, productive perennial grasses. ### Countries mentioned: United Kingdom;Australia;United States ### Plant products search: legumes ### Topics keywords: LD;NP;NPK;land degradation ### Geo regions: East Asia and Pacific;Europe and Central Asia;North America ### World bankdivision regions: High-income countries($12,056 or more)",1994,,New Zealand Journal of Agricultural Research,,,,,,,#36592,,"",""
The role of agricultural technology in food and nutritional security in Africa.,"","Abstract: Agriculture, the most important industry in Africa, has not provided adequate food security and economic well-being for the continent's population. Agricultural production per capita and total exports declined since the 1970s, while population and urbanization increases resulted in growing demand. This inadequate performance was largely due to: (1) poor agricultural policies and management; (2) poor rural infrastructure, inadequate irrigation, and limited use of agricultural inputs; (3) civil strife; (4) weak regional collaboration and; (5) inadequate agricultural technology generation and delivery systems. However, Africa has the potential to achieve high productivity in agriculture. This is indicated by the high rate of return (ROR) to investment in research and extension and the recent positive response to favourable agricultural policies in a number of countries that are beginning to enhance productivity. To bring about sustained agricultural growth throughout sub-Saharan Africa (SSA), it is argued that the above-mentioned constraints must be removed through: (1) continued improvement in the agricultural policy environment; (2) improvement in infrastructure (road and irrigation) and soil and water management and conservation; (3) enhanced input supply and distribution systems and; (4) strengthening of agricultural research and extension. The development and utilization of profitable and environmentally-friendly technology is an essential factor for the transformation of agriculture into a modern sector. The impact of technology can be attained through the revitalization of agricultural research and extension institutions, which requires: (1) broadening the base of agricultural research clientele to actively include farmers, private-sector agents and a variety of public related stakeholders; (2) adopting of a market-oriented strategic planning approach; (3) improving the organization and management to ensure accountability and transparency in planning, resource allocation and utilization, monitoring, evaluation and impact assessment; (4) establishing sustainable and consolidated programming and financing mechanisms; and (5) strengthening regional collaboration. ### Topics keywords: SSA;private sector;contract farming;smallholder farmer;food security ### Geo regions: Sub-Saharan Africa",2001,,African Journal of Food and Nutritional Security,,,,,,,#36756,,"",""
"The role of ants, birds and bats for ecosystem functions and yield in oil palm plantations","","Abstract: One of the world's most important and rapidly expanding crops, oil palm, is associated with low levels of biodiversity. Changes in predator communities might alter ecosystem services and subsequently sustainable management but these links have received little attention to date. Here, for the first time, we manipulated ant and flying vertebrate (birds and bats) access to oil palms in six smallholder plantations in Sumatra (Indonesia) and measured effects on arthropod communities, related ecosystem functions (herbivory, predation, decomposition and pollination) and crop yield. Arthropod predators increased in response to reductions in ant and bird access, but the overall effect of experimental manipulations on ecosystem functions was minimal. Similarly, effects on yield were not significant. We conclude that ecosystem functions and productivity in oil palm are, under current levels of low pest pressure and large pollinator populations, robust to large reductions of major predators. ### Countries mentioned: Indonesia ### Plant products search: stone fruits ### Topics keywords: ecosystem service;ecosystem function;oil palm;specie richness;oil palm plantation ### Geo regions: East Asia and Pacific ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",2017,,ECOLOGY,,,,,https://doi.org/10.1002/ecy.1882,,#36299,,"",""
